x1,y
75534,15900
75535,1200
75536,11400
75537,6100
75538,2450
75539,6700
75540,7200
75541,8550
75542,32499
75543,20700
75544,2200
75545,6150
75546,12950
75547,14950
75548,8450
75549,5200
75550,8750
75551,2499
75552,6500
75553,1600
75554,13900
75555,9700
75556,5500
75557,19950
75558,1850
75559,7300
75560,19500
75561,14800
75562,7800
75563,3750
75564,10980
75565,1900
75566,3650
75567,2200
75568,16750
75569,7150
75570,2250
75571,8499
75572,4295
75573,2340
75574,11900
75575,3999
75576,3850
75577,4700
75578,6840
75579,2200
75580,3300
75581,2100
75582,3650
75583,7400
75584,5490
75585,1999
75586,9900
75587,1899
75588,1200
75589,3800
75590,5500
75591,3990
75592,12500
75593,2250
75594,8400
75595,14000
75596,2650
75597,5900
75598,2800
75599,11500
75600,2999
75601,2690
75602,1200
75603,4300
75604,7900
75605,17990
75606,3950
75607,10400
75608,2754
75609,6000
75610,21900
75611,9950
75612,6990
75613,4600
75614,2900
75615,9900
75616,3600
75617,21000
75618,2300
75619,2800
75620,3100
75621,2800
75622,3500
75623,2999
75624,19350
75625,5499
75626,1250
75627,6499
75628,17950
75629,18950
75630,5450
75631,1600
75632,17700
75633,5950
75634,2500
75635,1350
75636,3350
75637,10299
75638,1890
75639,5600
75640,2250
75641,5990
75642,5000
75643,4300
75644,1200
75645,6900
75646,7499
75647,1750
75648,3000
75649,3950
75650,1500
75651,15400
75652,15990
75653,2990
75654,6800
75655,2950
75656,1399
75657,15750
75658,5480
75659,8500
75660,2300
75661,14990
75662,8200
75663,2000
75664,17499
75665,3299
75666,3000
75667,3299
75668,3500
75669,7250
75670,5000
75671,4650
75672,6999
75673,5800
75674,3300
75675,9500
75676,5900
75677,21200
75678,3100
75679,2299
75680,5400
75681,1800
75682,3550
75683,5390
75684,4000
75685,4800
75686,4499
75687,9100
75688,6900
75689,6990
75690,3990
75691,2250
75692,6400
75693,3990
75694,37500
75695,1600
75696,13000
75697,6750
75698,10399
75699,4490
75700,10200
75701,1850
75702,1900
75703,5500
75704,23500
75705,4500
75706,2500
75707,14950
75708,1200
75709,1590
75710,9450
75711,2300
75712,2250
75713,3100
75714,14500
75715,1150
75716,9500
75717,4900
75718,1299
75719,10500
75720,3200
75721,22500
75722,12500
75723,7500
75724,1950
75725,17500
75726,1300
75727,2950
75728,12990
75729,5900
75730,6590
75731,10600
75732,4500
75733,3950
75734,7300
75735,8690
75736,3700
75737,5500
75738,26500
75739,26990
75740,5990
75741,1290
75742,9990
75743,7300
75744,1990
75745,32999
75746,16990
75747,17950
75748,2000
75749,5399
75750,2700
75751,10490
75752,2400
75753,3900
75754,10800
75755,2950
75756,1200
75757,2450
75758,12190
75759,1800
75760,3200
75761,9500
75762,1699
75763,5850
75764,1700
75765,7800
75766,2500
75767,5990
75768,4600
75769,3650
75770,4200
75771,3550
75772,3299
75773,10500
75774,7990
75775,1350
75776,4999
75777,2850
75778,3900
75779,10900
75780,2900
75781,3100
75782,14000
75783,5600
75784,6700
75785,8400
75786,16000
75787,9290
75788,4750
75789,4700
75790,4300
75791,16550
75792,7500
75793,16990
75794,2200
75795,3999
75796,3500
75797,2000
75798,8999
75799,1490
75800,6600
75801,11700
75802,7299
75803,1900
75804,8800
75805,2950
75806,2350
75807,9700
75808,4550
75809,3990
75810,12690
75811,2999
75812,16000
75813,1199
75814,1890
75815,2450
75816,7300
75817,2050
75818,1900
75819,2500
75820,23499
75821,2200
75822,20999
75823,9199
75824,2222
75825,10900
75826,2300
75827,4350
75828,9999
75829,12750
75830,4900
75831,34950
75832,1850
75833,4750
75834,2100
75835,1350
75836,1500
75837,13500
75838,12360
75839,2990
75840,11450
75841,2599
75842,2650
75843,5900
75844,3500
75845,6499
75846,1150
75847,2990
75848,4200
75849,5800
75850,5900
75851,1500
75852,9000
75853,1990
75854,1850
75855,2750
75856,1050
75857,16300
75858,27500
75859,26599
75860,1200
75861,2550
75862,14000
75863,6999
75864,7500
75865,3200
75866,2700
75867,9900
75868,3750
75869,18950
75870,5250
75871,9999
75872,7900
75873,19990
75874,11200
75875,4000
75876,6500
75877,3200
75878,10500
75879,3100
75880,2300
75881,3999
75882,9500
75883,1500
75884,2150
75885,3500
75886,9990
75887,1100
75888,4550
75889,1470
75890,27499
75891,1250
75892,7000
75893,2690
75894,1500
75895,12200
75896,16000
75897,3500
75898,1700
75899,3999
75900,2300
75901,3500
75902,2200
75903,27500
75904,4890
75905,24700
75906,2750
75907,16400
75908,3850
75909,12000
75910,1650
75911,4950
75912,2499
75913,8600
75914,3000
75915,15999
75916,2300
75917,1250
75918,2999
75919,7200
75920,9750
75921,1100
75922,6799
75923,20900
75924,5999
75925,1200
75926,8500
75927,3200
75928,25500
75929,4799
75930,9999
75931,2250
75932,6000
75933,8980
75934,8990
75935,3100
75936,4999
75937,3650
75938,2299
75939,15500
75940,13150
75941,11500
75942,1550
75943,13490
75944,7000
75945,2400
75946,15700
75947,2800
75948,9480
75949,14500
75950,2900
75951,20999
75952,36500
75953,8999
75954,2750
75955,7500
75956,2250
75957,3500
75958,2500
75959,6990
75960,2999
75961,32900
75962,1490
75963,6999
75964,2750
75965,8699
75966,4800
75967,12999
75968,3400
75969,4250
75970,2300
75971,31000
75972,4950
75973,26250
75974,3500
75975,7800
75976,6995
75977,7999
75978,2700
75979,4800
75980,2600
75981,14449
75982,4250
75983,4950
75984,4500
75985,7900
75986,4950
75987,7800
75988,9500
75989,4250
75990,13200
75991,3250
75992,8700
75993,3300
75994,16900
75995,10650
75996,11000
75997,7800
75998,1200
75999,5250
76000,24900
76001,14500
76002,1600
76003,6250
76004,5990
76005,36950
76006,3999
76007,2700
76008,13250
76009,9300
76010,8500
76011,5550
76012,2000
76013,14999
76014,5840
76015,2950
76016,23900
76017,10490
76018,20000
76019,2100
76020,18800
76021,3000
76022,7590
76023,10500
76024,16200
76025,6799
76026,3000
76027,17500
76028,6999
76029,2499
76030,2250
76031,3500
76032,9000
76033,11500
76034,2999
76035,1990
76036,7800
76037,6200
76038,8500
76039,9290
76040,3300
76041,9000
76042,4999
76043,10400
76044,5200
76045,17500
76046,8000
76047,3500
76048,6890
76049,1990
76050,5900
76051,4450
76052,19999
76053,2750
76054,8950
76055,3700
76056,5990
76057,1100
76058,3950
76059,13300
76060,1850
76061,14750
76062,8850
76063,12000
76064,9800
76065,1700
76066,4490
76067,13900
76068,3649
76069,2999
76070,8300
76071,3900
76072,5999
76073,14999
76074,14300
76075,8500
76076,27850
76077,2500
76078,18590
76079,8111
76080,3400
76081,11999
76082,1750
76083,11400
76084,8700
76085,16800
76086,1500
76087,7980
76088,9700
76089,1900
76090,1680
76091,5200
76092,23000
76093,2350
76094,1299
76095,5299
76096,9900
76097,3000
76098,1900
76099,6400
76100,22900
76101,4999
76102,23750
76103,2500
76104,2500
76105,2499
76106,2399
76107,12999
76108,1555
76109,3400
76110,3500
76111,2500
76112,1580
76113,5000
76114,3200
76115,13900
76116,4000
76117,13700
76118,1100
76119,6666
76120,2800
76121,4700
76122,1900
76123,1350
76124,16199
76125,21489
76126,6399
76127,2350
76128,2350
76129,2150
76130,20750
76131,6950
76132,8000
76133,2950
76134,22500
76135,5500
76136,3000
76137,6350
76138,1550
76139,3500
76140,1650
76141,3500
76142,9950
76143,1750
76144,2699
76145,5500
76146,2700
76147,12500
76148,3500
76149,3300
76150,12999
76151,3500
76152,11000
76153,15900
76154,3200
76155,8599
76156,5600
76157,7999
76158,8999
76159,4399
76160,4300
76161,9990
76162,2200
76163,3300
76164,5900
76165,1800
76166,4500
76167,6000
76168,1300
76169,3940
76170,2300
76171,34996
76172,9999
76173,10999
76174,2500
76175,7500
76176,9800
76177,6599
76178,29900
76179,8200
76180,15500
76181,3900
76182,5999
76183,6800
76184,9500
76185,8900
76186,20500
76187,1600
76188,17000
76189,8999
76190,9450
76191,6500
76192,3200
76193,7600
76194,5999
76195,2799
76196,10900
76197,8900
76198,2690
76199,27950
76200,6500
76201,3200
76202,1300
76203,8999
76204,13990
76205,16390
76206,2500
76207,1500
76208,5450
76209,8450
76210,36900
76211,5500
76212,8200
76213,11000
76214,10900
76215,5800
76216,3490
76217,10600
76218,19500
76219,2222
76220,8800
76221,4000
76222,10500
76223,4000
76224,3000
76225,3561
76226,9600
76227,18200
76228,24500
76229,2500
76230,11000
76231,15999
76232,1500
76233,3550
76234,6600
76235,4480
76236,3980
76237,12900
76238,8950
76239,1500
76240,7000
76241,2150
76242,4900
76243,6500
76244,5750
76245,2500
76246,3700
76247,1800
76248,6299
76249,3300
76250,11450
76251,9900
76252,2299
76253,2495
76254,8400
76255,9650
76256,2800
76257,18500
76258,6990
76259,28899
76260,29250
76261,8999
76262,22000
76263,3000
76264,13499
76265,2500
76266,4700
76267,4000
76268,6999
76269,6350
76270,3200
76271,5500
76272,2450
76273,8663
76274,2200
76275,7500
76276,4900
76277,15950
76278,8999
76279,4990
76280,7777
76281,3999
76282,9990
76283,1850
76284,2100
76285,14100
76286,19990
76287,4500
76288,24500
76289,3999
76290,1500
76291,3099
76292,3650
76293,28350
76294,15650
76295,6680
76296,7750
76297,12500
76298,14500
76299,3900
76300,1990
76301,1998
76302,20000
76303,5499
76304,6200
76305,2800
76306,1250
76307,16900
76308,13470
76309,28500
76310,20500
76311,2200
76312,1500
76313,13900
76314,10500
76315,9800
76316,4199
76317,2900
76318,11990
76319,2900
76320,5600
76321,3000
76322,9800
76323,5999
76324,2499
76325,4300
76326,2400
76327,5990
76328,9375
76329,2250
76330,8888
76331,8550
76332,24500
76333,1500
76334,3950
76335,7500
76336,4699
76337,3800
76338,7499
76339,10500
76340,7400
76341,11400
76342,17000
76343,3800
76344,10900
76345,3999
76346,3100
76347,1500
76348,2790
76349,2250
76350,1500
76351,16900
76352,2100
76353,3950
76354,2990
76355,7000
76356,1400
76357,1490
76358,1500
76359,4200
76360,2350
76361,10500
76362,4999
76363,7500
76364,3950
76365,9280
76366,1750
76367,19999
76368,9870
76369,2399
76370,10290
76371,6999
76372,3600
76373,8199
76374,3990
76375,1850
76376,13500
76377,27900
76378,5700
76379,5990
76380,4900
76381,1999
76382,10500
76383,1699
76384,5500
76385,1990
76386,5799
76387,13900
76388,2250
76389,3650
76390,1800
76391,1600
76392,20480
76393,24900
76394,2850
76395,4300
76396,2600
76397,4785
76398,5250
76399,2450
76400,3990
76401,6000
76402,20999
76403,2700
76404,2400
76405,3400
76406,4500
76407,4000
76408,1050
76409,17800
76410,1350
76411,4300
76412,6800
76413,2200
76414,7500
76415,3700
76416,16400
76417,7499
76418,1900
76419,6000
76420,4300
76421,9500
76422,32000
76423,8000
76424,8549
76425,6250
76426,3300
76427,3650
76428,12500
76429,2200
76430,1449
76431,2999
76432,1555
76433,6800
76434,1699
76435,2750
76436,7500
76437,7990
76438,2600
76439,2700
76440,13400
76441,10790
76442,8890
76443,19150
76444,8900
76445,16150
76446,3990
76447,6999
76448,12200
76449,1250
76450,8499
76451,1950
76452,23500
76453,16200
76454,34450
76455,1300
76456,2300
76457,4650
76458,2200
76459,12800
76460,18000
76461,5800
76462,9700
76463,2900
76464,2150
76465,2999
76466,7490
76467,4600
76468,6700
76469,1999
76470,9800
76471,11000
76472,9900
76473,7500
76474,28000
76475,23900
76476,10700
76477,8990
76478,7050
76479,6570
76480,19500
76481,1800
76482,2550
76483,1500
76484,1750
76485,8888
76486,9800
76487,1300
76488,1900
76489,2550
76490,3400
76491,27990
76492,14490
76493,4490
76494,1800
76495,8000
76496,2000
76497,3500
76498,18500
76499,1500
76500,3899
76501,2299
76502,2500
76503,3100
76504,15999
76505,39195
76506,1800
76507,18999
76508,3899
76509,3600
76510,19999
76511,18300
76512,27000
76513,18999
76514,5800
76515,2150
76516,5500
76517,11990
76518,21500
76519,13900
76520,10950
76521,4899
76522,5499
76523,14600
76524,4900
76525,9450
76526,9700
76527,15900
76528,5650
76529,10490
76530,8150
76531,3100
76532,3500
76533,4200
76534,15500
76535,11923
76536,4550
76537,2200
76538,8100
76539,7900
76540,1900
76541,2100
76542,6000
76543,5800
76544,3600
76545,3000
76546,2500
76547,21900
76548,25220
76549,5999
76550,39000
76551,5850
76552,1590
76553,8990
76554,3500
76555,6490
76556,7999
76557,6700
76558,3300
76559,25999
76560,4300
76561,19990
76562,38900
76563,12500
76564,13980
76565,4250
76566,3790
76567,10100
76568,35700
76569,3999
76570,1550
76571,9250
76572,10000
76573,3700
76574,1650
76575,4225
76576,4990
76577,6599
76578,10500
76579,6790
76580,31250
76581,5200
76582,25999
76583,10499
76584,3960
76585,5300
76586,4500
76587,2800
76588,16300
76589,6650
76590,9990
76591,5200
76592,4500
76593,3500
76594,3750
76595,3000
76596,2000
76597,1750
76598,2399
76599,3290
76600,1990
76601,2222
76602,9200
76603,4500
76604,3990
76605,2500
76606,2500
76607,1900
76608,16500
76609,2999
76610,1799
76611,6200
76612,14500
76613,2500
76614,11500
76615,15500
76616,5200
76617,15199
76618,4350
76619,8199
76620,3500
76621,3000
76622,17500
76623,1950
76624,1950
76625,1350
76626,5850
76627,15600
76628,8950
76629,4950
76630,5299
76631,5000
76632,5800
76633,10990
76634,3980
76635,5700
76636,3999
76637,12900
76638,9950
76639,16900
76640,7000
76641,14950
76642,7300
76643,2300
76644,5650
76645,1950
76646,8500
76647,2000
76648,16999
76649,1200
76650,2900
76651,1950
76652,10600
76653,5800
76654,6750
76655,2950
76656,12450
76657,2100
76658,2600
76659,1099
76660,1190
76661,5299
76662,2300
76663,3990
76664,7600
76665,1550
76666,3500
76667,9000
76668,4250
76669,10500
76670,2600
76671,9850
76672,8000
76673,11800
76674,13900
76675,1799
76676,3500
76677,13500
76678,14000
76679,1470
76680,36900
76681,2200
76682,16000
76683,3450
76684,2150
76685,9999
76686,2900
76687,8950
76688,5600
76689,13900
76690,1250
76691,5850
76692,16500
76693,8950
76694,8990
76695,9500
76696,10400
76697,1700
76698,1999
76699,10000
76700,3800
76701,4600
76702,6100
76703,12400
76704,1200
76705,1100
76706,2200
76707,17890
76708,5000
76709,2200
76710,4650
76711,1500
76712,4550
76713,1400
76714,8900
76715,5555
76716,1399
76717,29000
76718,6500
76719,10300
76720,3999
76721,3650
76722,6750
76723,4999
76724,9500
76725,5450
76726,1050
76727,8200
76728,19950
76729,4690
76730,3350
76731,13500
76732,4400
76733,1899
76734,1299
76735,2300
76736,22800
76737,4350
76738,1999
76739,16500
76740,2999
76741,2299
76742,3200
76743,3300
76744,13950
76745,8400
76746,9250
76747,13200
76748,2400
76749,31150
76750,31000
76751,4500
76752,25900
76753,17200
76754,7000
76755,6200
76756,4000
76757,4200
76758,2500
76759,23880
76760,2500
76761,17990
76762,7000
76763,2000
76764,18000
76765,26000
76766,12499
76767,1299
76768,16500
76769,8400
76770,1200
76771,39000
76772,7950
76773,3390
76774,24900
76775,3300
76776,1100
76777,1400
76778,3500
76779,8900
76780,2500
76781,9499
76782,4200
76783,3299
76784,6990
76785,3500
76786,15299
76787,9999
76788,3950
76789,6000
76790,1500
76791,11450
76792,1290
76793,2150
76794,5200
76795,8000
76796,1800
76797,2999
76798,8250
76799,3000
76800,11900
76801,2299
76802,14700
76803,9850
76804,1650
76805,10650
76806,1400
76807,3999
76808,2199
76809,2250
76810,17900
76811,4600
76812,7900
76813,14900
76814,8100
76815,3550
76816,5999
76817,13500
76818,8600
76819,5300
76820,7500
76821,3600
76822,6900
76823,12000
76824,2900
76825,14900
76826,3200
76827,1500
76828,3500
76829,2000
76830,2400
76831,8999
76832,10500
76833,3500
76834,7990
76835,1200
76836,5500
76837,9500
76838,1750
76839,4200
76840,1900
76841,3950
76842,20000
76843,13750
76844,9700
76845,3200
76846,2400
76847,2000
76848,1690
76849,15900
76850,1750
76851,28999
76852,14950
76853,2690
76854,2400
76855,1800
76856,9490
76857,2900
76858,2500
76859,11500
76860,1950
76861,8700
76862,4500
76863,6100
76864,22000
76865,4800
76866,3500
76867,5950
76868,2750
76869,14900
76870,21800
76871,1200
76872,3499
76873,4000
76874,8770
76875,1599
76876,27500
76877,9900
76878,8600
76879,3200
76880,4199
76881,5290
76882,3999
76883,2999
76884,2200
76885,1300
76886,5350
76887,3000
76888,5300
76889,2900
76890,2650
76891,6450
76892,3400
76893,3500
76894,1800
76895,7999
76896,3300
76897,1400
76898,3199
76899,1650
76900,2300
76901,13400
76902,17500
76903,1980
76904,19900
76905,10700
76906,16800
76907,2800
76908,4800
76909,1850
76910,6250
76911,4000
76912,10000
76913,5350
76914,12990
76915,5400
76916,1600
76917,2849
76918,17000
76919,4799
76920,38499
76921,2190
76922,14700
76923,1899
76924,1590
76925,6750
76926,27000
76927,2800
76928,11000
76929,2990
76930,12800
76931,3900
76932,1850
76933,8999
76934,3000
76935,3500
76936,4250
76937,2500
76938,1900
76939,9550
76940,19900
76941,18250
76942,15500
76943,6250
76944,6800
76945,2149
76946,3500
76947,12000
76948,7450
76949,16500
76950,15800
76951,1199
76952,9000
76953,1329
76954,2200
76955,12850
76956,4650
76957,13900
76958,2900
76959,10490
76960,13500
76961,12700
76962,1450
76963,5995
76964,4600
76965,5990
76966,2400
76967,1600
76968,4200
76969,12500
76970,8950
76971,10800
76972,5890
76973,7300
76974,16800
76975,4650
76976,14499
76977,1200
76978,6700
76979,36900
76980,4800
76981,7299
76982,2100
76983,14000
76984,10500
76985,2399
76986,3250
76987,18500
76988,7500
76989,36900
76990,2450
76991,6000
76992,9000
76993,2500
76994,16850
76995,10000
76996,9600
76997,21250
76998,1600
76999,14800
77000,3550
77001,1300
77002,7800
77003,18500
77004,2500
77005,3650
77006,3600
77007,7900
77008,17700
77009,30500
77010,5000
77011,7650
77012,4500
77013,3599
77014,7300
77015,1500
77016,3900
77017,7900
77018,9999
77019,1900
77020,7999
77021,7990
77022,3200
77023,10900
77024,2750
77025,14000
77026,2600
77027,5990
77028,4499
77029,4800
77030,5990
77031,1500
77032,1900
77033,7400
77034,2990
77035,9499
77036,6250
77037,7999
77038,8890
77039,18500
77040,5300
77041,23990
77042,2850
77043,6000
77044,7999
77045,11800
77046,1100
77047,19200
77048,3450
77049,7800
77050,6300
77051,3800
77052,1370
77053,2500
77054,5650
77055,3150
77056,1380
77057,3050
77058,2100
77059,7500
77060,8500
77061,13975
77062,26500
77063,1999
77064,3500
77065,2200
77066,4100
77067,2600
77068,1500
77069,10000
77070,15490
77071,13100
77072,5000
77073,14800
77074,3300
77075,8950
77076,6200
77077,19490
77078,4900
77079,14500
77080,6500
77081,9499
77082,9900
77083,1950
77084,1750
77085,18990
77086,1999
77087,22500
77088,9990
77089,2500
77090,3600
77091,1500
77092,14999
77093,2900
77094,3200
77095,10400
77096,2900
77097,2200
77098,6700
77099,1600
77100,1999
77101,8990
77102,6900
77103,7000
77104,1800
77105,4600
77106,1750
77107,24500
77108,1500
77109,1800
77110,3490
77111,1800
77112,1699
77113,8999
77114,3399
77115,2600
77116,25990
77117,3200
77118,22900
77119,3850
77120,11000
77121,7250
77122,3650
77123,8599
77124,5990
77125,8550
77126,8999
77127,6700
77128,2300
77129,1999
77130,6200
77131,4750
77132,12200
77133,5000
77134,2200
77135,2799
77136,11700
77137,4499
77138,2750
77139,5800
77140,2850
77141,12400
77142,6400
77143,1800
77144,2650
77145,2700
77146,6190
77147,1950
77148,1400
77149,4800
77150,5399
77151,6500
77152,1500
77153,21990
77154,3700
77155,4050
77156,12495
77157,6150
77158,13600
77159,8500
77160,3399
77161,6500
77162,3999
77163,14800
77164,2800
77165,1750
77166,5300
77167,2500
77168,31900
77169,5600
77170,8999
77171,2990
77172,2990
77173,4100
77174,18950
77175,1199
77176,1200
77177,2700
77178,3999
77179,6500
77180,1600
77181,14750
77182,2350
77183,7990
77184,7900
77185,5299
77186,6000
77187,11500
77188,3850
77189,14990
77190,4500
77191,7490
77192,1300
77193,1800
77194,10999
77195,9900
77196,4850
77197,31999
77198,4000
77199,1450
77200,28500
77201,22500
77202,5000
77203,4250
77204,1450
77205,19750
77206,6500
77207,17750
77208,1100
77209,2100
77210,8400
77211,2200
77212,5600
77213,15000
77214,6000
77215,5500
77216,8000
77217,12900
77218,4450
77219,12800
77220,3800
77221,12250
77222,1900
77223,3950
77224,16200
77225,1400
77226,1199
77227,5190
77228,1890
77229,3200
77230,1450
77231,3999
77232,5450
77233,7400
77234,9500
77235,5200
77236,3799
77237,2300
77238,10400
77239,4500
77240,4500
77241,15950
77242,2200
77243,3199
77244,1250
77245,1650
77246,2100
77247,11555
77248,4500
77249,4900
77250,5500
77251,2400
77252,6900
77253,19400
77254,2600
77255,10900
77256,6000
77257,10900
77258,4999
77259,16000
77260,2198
77261,1300
77262,2950
77263,6500
77264,2666
77265,13500
77266,14900
77267,1750
77268,8200
77269,12899
77270,3150
77271,7980
77272,1800
77273,13000
77274,1800
77275,17490
77276,9990
77277,13290
77278,5500
77279,5650
77280,2900
77281,9999
77282,3400
77283,11950
77284,6800
77285,14200
77286,1800
77287,6600
77288,25600
77289,1200
77290,2000
77291,1750
77292,1900
77293,4750
77294,3999
77295,1200
77296,13990
77297,10900
77298,13850
77299,7650
77300,7200
77301,7100
77302,1800
77303,4800
77304,11000
77305,11480
77306,6500
77307,7300
77308,14500
77309,15450
77310,3500
77311,1900
77312,2700
77313,3500
77314,1050
77315,1599
77316,1590
77317,4100
77318,2470
77319,19000
77320,14590
77321,8350
77322,4538
77323,2299
77324,8560
77325,12000
77326,3390
77327,13200
77328,3500
77329,20650
77330,7990
77331,8800
77332,2200
77333,4100
77334,3000
77335,3990
77336,1450
77337,5450
77338,9950
77339,2990
77340,3990
77341,4300
77342,12998
77343,12000
77344,26800
77345,7799
77346,12500
77347,1980
77348,3200
77349,3600
77350,3900
77351,5150
77352,3000
77353,2700
77354,2000
77355,2950
77356,37900
77357,8500
77358,12700
77359,1350
77360,16999
77361,1600
77362,5500
77363,1500
77364,2250
77365,8200
77366,5100
77367,4200
77368,3999
77369,2100
77370,9500
77371,3800
77372,15500
77373,11500
77374,1200
77375,5000
77376,10090
77377,19900
77378,1200
77379,14750
77380,15390
77381,2500
77382,2350
77383,2999
77384,8700
77385,5200
77386,2000
77387,4800
77388,5650
77389,15600
77390,1290
77391,10950
77392,4600
77393,3800
77394,2490
77395,14990
77396,5000
77397,26500
77398,2850
77399,9950
77400,5250
77401,2350
77402,13999
77403,4700
77404,3700
77405,14990
77406,4500
77407,7000
77408,17500
77409,2750
77410,1200
77411,3750
77412,8250
77413,8990
77414,14950
77415,6200
77416,3333
77417,2400
77418,7799
77419,7499
77420,1450
77421,1650
77422,17300
77423,7850
77424,6300
77425,1150
77426,7130
77427,1050
77428,14900
77429,15490
77430,1965
77431,16990
77432,2499
77433,2500
77434,8999
77435,5500
77436,14200
77437,5000
77438,8950
77439,22000
77440,1990
77441,15890
77442,1490
77443,3750
77444,13900
77445,2650
77446,7750
77447,1699
77448,4350
77449,6500
77450,3000
77451,35999
77452,8900
77453,2500
77454,8500
77455,9850
77456,16500
77457,11500
77458,1200
77459,3800
77460,18999
77461,19990
77462,4780
77463,9600
77464,2500
77465,2000
77466,4200
77467,8600
77468,1499
77469,10990
77470,2850
77471,7700
77472,3000
77473,3199
77474,5100
77475,4300
77476,2500
77477,34599
77478,4999
77479,5700
77480,1950
77481,1899
77482,7200
77483,3999
77484,1980
77485,6600
77486,6600
77487,1550
77488,1500
77489,14900
77490,5300
77491,5500
77492,2500
77493,2950
77494,12980
77495,21300
77496,8450
77497,1990
77498,1600
77499,4699
77500,8950
77501,15500
77502,2900
77503,4500
77504,5200
77505,3950
77506,5500
77507,10500
77508,25900
77509,4500
77510,9900
77511,9999
77512,2000
77513,3999
77514,6500
77515,29800
77516,5600
77517,12490
77518,3100
77519,1150
77520,17500
77521,7750
77522,9000
77523,1150
77524,2399
77525,10900
77526,26999
77527,1299
77528,3400
77529,5900
77530,19699
77531,8450
77532,8764
77533,2000
77534,20000
77535,9998
77536,6700
77537,16900
77538,1200
77539,3950
77540,4999
77541,14000
77542,7490
77543,11000
77544,14900
77545,4500
77546,9900
77547,2850
77548,12450
77549,9600
77550,12600
77551,8950
77552,2499
77553,2899
77554,8300
77555,16950
77556,4199
77557,11500
77558,2990
77559,31500
77560,2850
77561,1300
77562,7500
77563,5500
77564,4690
77565,1800
77566,3190
77567,2200
77568,5500
77569,6900
77570,10950
77571,1199
77572,2250
77573,2450
77574,3200
77575,9500
77576,23000
77577,11200
77578,8500
77579,5700
77580,1500
77581,3850
77582,1900
77583,21800
77584,4490
77585,12200
77586,14990
77587,12950
77588,9999
77589,3790
77590,3000
77591,6900
77592,6995
77593,3999
77594,9200
77595,21900
77596,17900
77597,15500
77598,3599
77599,9500
77600,14000
77601,11650
77602,1700
77603,4400
77604,1200
77605,2300
77606,2999
77607,4200
77608,7999
77609,11499
77610,2999
77611,11750
77612,6640
77613,23000
77614,18990
77615,3850
77616,3700
77617,8300
77618,3500
77619,1500
77620,9100
77621,14249
77622,7999
77623,2800
77624,3199
77625,1190
77626,4999
77627,2450
77628,5500
77629,10000
77630,27000
77631,1350
77632,2790
77633,15050
77634,6799
77635,9900
77636,4900
77637,3699
77638,3990
77639,11450
77640,9999
77641,2000
77642,3250
77643,3450
77644,1500
77645,1750
77646,13999
77647,4950
77648,12500
77649,3250
77650,3500
77651,12900
77652,2650
77653,9000
77654,1400
77655,9900
77656,7000
77657,7000
77658,2900
77659,9450
77660,2100
77661,3800
77662,30599
77663,1900
77664,3500
77665,3500
77666,11990
77667,2200
77668,1750
77669,14750
77670,12450
77671,9900
77672,19750
77673,1900
77674,5990
77675,6600
77676,6000
77677,6350
77678,2200
77679,4250
77680,15499
77681,3450
77682,14990
77683,29500
77684,7777
77685,9499
77686,21500
77687,1950
77688,3200
77689,3000
77690,3700
77691,3990
77692,3500
77693,24900
77694,6250
77695,4499
77696,8500
77697,8900
77698,8500
77699,13450
77700,6599
77701,14000
77702,5600
77703,3490
77704,4600
77705,7250
77706,7999
77707,1800
77708,10555
77709,2250
77710,4000
77711,31999
77712,9300
77713,12500
77714,6200
77715,7999
77716,4500
77717,8999
77718,9800
77719,8000
77720,11500
77721,1600
77722,6999
77723,9900
77724,13490
77725,1500
77726,3650
77727,18499
77728,5600
77729,13900
77730,2850
77731,2250
77732,1500
77733,36200
77734,4900
77735,7799
77736,2890
77737,5200
77738,8500
77739,1800
77740,12550
77741,5699
77742,2350
77743,11888
77744,2650
77745,9599
77746,2700
77747,15350
77748,3600
77749,4650
77750,1450
77751,2500
77752,2890
77753,1800
77754,13990
77755,1300
77756,14000
77757,10500
77758,4800
77759,1100
77760,12999
77761,2970
77762,4250
77763,1940
77764,4600
77765,1800
77766,3600
77767,2998
77768,5900
77769,15999
77770,6350
77771,1250
77772,2350
77773,5990
77774,4000
77775,9800
77776,8950
77777,10800
77778,2500
77779,12900
77780,5900
77781,11900
77782,8500
77783,15500
77784,19900
77785,8490
77786,5590
77787,12000
77788,3950
77789,3850
77790,7999
77791,4500
77792,2250
77793,2890
77794,1500
77795,3950
77796,2699
77797,18500
77798,1599
77799,1100
77800,2700
77801,35900
77802,2500
77803,3300
77804,1600
77805,4000
77806,3200
77807,2799
77808,12800
77809,2100
77810,35500
77811,16250
77812,18200
77813,7750
77814,14900
77815,15900
77816,8900
77817,6990
77818,3450
77819,5999
77820,1799
77821,7500
77822,3500
77823,3750
77824,6499
77825,1150
77826,6300
77827,11990
77828,3900
77829,7999
77830,2999
77831,2350
77832,2150
77833,7300
77834,1450
77835,2750
77836,9999
77837,2600
77838,3500
77839,6500
77840,13800
77841,4900
77842,5300
77843,7777
77844,6500
77845,4900
77846,7900
77847,5500
77848,4299
77849,6000
77850,2500
77851,6800
77852,5899
77853,2975
77854,17900
77855,3799
77856,1250
77857,7400
77858,7150
77859,1700
77860,4000
77861,11999
77862,2250
77863,3200
77864,1499
77865,24490
